Name of the table,Variable,Description
adserver_conversions,,"This data source includes all conversion events measured by Amazon Ad Server conversion activity tags. Use this data source to gain insights about conversions captured by ad server conversion activity tags and for custom attribution insights for ad server captured conversions. You can query this data source only if you have ad server campaigns and have completed ad server AMC onboarding. Please contact your AdTech Account Executive or your customer success manager to learn more about enabling ad server advertiser data in AMC. If you do not run campaigns through the ad server, this data source will not return any results when queried. To learn more about this data source, download the documentation from the ‘Documentation’ tab and view the Excel file or search the Instructional Query Library for Amazon Ad Server."
adserver_conversions,account_currency,
adserver_conversions,account_timezone,
adserver_conversions,advertiser,
adserver_conversions,advertiser_id,
adserver_conversions,browser_family,
adserver_conversions,city,
adserver_conversions,conversion_activity,
adserver_conversions,conversion_activity_id,
adserver_conversions,conversion_currency,
adserver_conversions,conversion_id,
adserver_conversions,conversion_type,
adserver_conversions,conversions,
adserver_conversions,device_brand,
adserver_conversions,device_model,
adserver_conversions,device_type,
adserver_conversions,dma_code,
adserver_conversions,environment,
adserver_conversions,event_date,
adserver_conversions,event_date_utc,
adserver_conversions,event_day,
adserver_conversions,event_day_utc,
adserver_conversions,event_dt,
adserver_conversions,event_dt_hour,
adserver_conversions,event_dt_hour_utc,
adserver_conversions,event_dt_utc,
adserver_conversions,event_hour,
adserver_conversions,event_hour_utc,
adserver_conversions,iso_country_code,
adserver_conversions,iso_state_province_code,
adserver_conversions,operating_system,
adserver_conversions,order_id,
adserver_conversions,postal_code,
adserver_conversions,product_id,
adserver_conversions,product_info,
adserver_conversions,quantity,
adserver_conversions,referrer,
adserver_conversions,revenue,
adserver_conversions,tag_manager,
adserver_conversions,tag_manager_id,
adserver_conversions,user_id,
adserver_conversions,user_id_type,
adserver_conversions,vertical,
adserver_conversions_with_brands,,"This data source includes conversion activity events associated to specific brands and measured by Amazon Ad Server. It only includes conversion events measured by the ad server where the conversion activity tag had an assignment to specific brand(s) in the activity settings. Use this data source to gain insights about ad server conversion activities associated with specific brand(s). You can query this data source only if you have ad server campaigns and have completed ad server AMC onboarding. Please contact your AdTech Account Executive or your customer success manager to learn more about enabling ad server advertiser data in AMC. If you do not run campaigns through the ad server, this data source will not return any results when queried. To learn more about this data source, download the documentation from the ‘Documentation’ tab and view the Excel file or search the Instructional Query Library for Amazon Ad Server."
adserver_conversions_with_brands,account_currency,
adserver_conversions_with_brands,account_timezone,
adserver_conversions_with_brands,adserver_brand,
adserver_conversions_with_brands,adserver_brand_id,
adserver_conversions_with_brands,advertiser,
adserver_conversions_with_brands,advertiser_id,
adserver_conversions_with_brands,browser_family,
adserver_conversions_with_brands,city,
adserver_conversions_with_brands,conversion_activity,
adserver_conversions_with_brands,conversion_activity_id,
adserver_conversions_with_brands,conversion_currency,
adserver_conversions_with_brands,conversion_id,
adserver_conversions_with_brands,conversion_type,
adserver_conversions_with_brands,device_brand,
adserver_conversions_with_brands,device_model,
adserver_conversions_with_brands,device_type,
adserver_conversions_with_brands,dma_code,
adserver_conversions_with_brands,environment,
adserver_conversions_with_brands,event_date,
adserver_conversions_with_brands,event_date_utc,
adserver_conversions_with_brands,event_day,
adserver_conversions_with_brands,event_day_utc,
adserver_conversions_with_brands,event_dt,
adserver_conversions_with_brands,event_dt_hour,
adserver_conversions_with_brands,event_dt_hour_utc,
adserver_conversions_with_brands,event_dt_utc,
adserver_conversions_with_brands,event_hour,
adserver_conversions_with_brands,event_hour_utc,
adserver_conversions_with_brands,iso_country_code,
adserver_conversions_with_brands,iso_state_province_code,
adserver_conversions_with_brands,operating_system,
adserver_conversions_with_brands,order_id,
adserver_conversions_with_brands,postal_code,
adserver_conversions_with_brands,product_id,
adserver_conversions_with_brands,product_info,
adserver_conversions_with_brands,quantity,
adserver_conversions_with_brands,referrer,
adserver_conversions_with_brands,revenue,
adserver_conversions_with_brands,tag_manager,
adserver_conversions_with_brands,tag_manager_id,
adserver_conversions_with_brands,user_id,
adserver_conversions_with_brands,user_id_type,
adserver_conversions_with_brands,vertical,
adserver_traffic,,"Amazon Ad Server traffic data. This data source includes impressions, clicks and interactions (video and view-ability) measured by the ad server. Use this data source to gain insights about your ad server measured media. You can query this data source only if you have ad server campaigns and have completed ad server AMC onboarding. Please contact your ad tech account executive or your customer success manager to learn more about enabling ad server advertiser data in AMC. If you do not run campaigns through the ad server, this data source will not return any results when queried. To learn more about this data source, download the documentation from the Documentation tab and view the Excel file or filter the Instructional Query Library for Amazon Ad Server."
adserver_traffic,account_currency,
adserver_traffic,account_timezone,
adserver_traffic,ad,
adserver_traffic,ad_duration,
adserver_traffic,ad_format,
adserver_traffic,ad_id,
adserver_traffic,ad_length,
adserver_traffic,ad_size,
adserver_traffic,ad_started,
adserver_traffic,adserver_brand,
adserver_traffic,adserver_brand_id,
adserver_traffic,adserver_session_id,
adserver_traffic,adserver_site,
adserver_traffic,advertiser,
adserver_traffic,advertiser_id,
adserver_traffic,browser_family,
adserver_traffic,campaign,
adserver_traffic,campaign_end_date,
adserver_traffic,campaign_end_date_utc,
adserver_traffic,campaign_end_dt,
adserver_traffic,campaign_end_dt_utc,
adserver_traffic,campaign_id,
adserver_traffic,campaign_start_date,
adserver_traffic,campaign_start_date_utc,
adserver_traffic,campaign_start_dt,
adserver_traffic,campaign_start_dt_utc,
adserver_traffic,campaign_type,
adserver_traffic,city,
adserver_traffic,clicks,
adserver_traffic,clicks_default_ad,
adserver_traffic,clicks_hard_stop,
adserver_traffic,clicks_no_script,
adserver_traffic,clicks_sivt,
adserver_traffic,clicks_ssai,
adserver_traffic,cost_model_type,
adserver_traffic,cost_per_unit,
adserver_traffic,device_brand,
adserver_traffic,device_model,
adserver_traffic,device_type,
adserver_traffic,dma_code,
adserver_traffic,environment,
adserver_traffic,event_date,
adserver_traffic,event_date_utc,
adserver_traffic,event_day,
adserver_traffic,event_day_utc,
adserver_traffic,event_dt,
adserver_traffic,event_dt_hour,
adserver_traffic,event_dt_hour_utc,
adserver_traffic,event_dt_utc,
adserver_traffic,event_hour,
adserver_traffic,event_hour_utc,
adserver_traffic,impressions,
adserver_traffic,impressions_default_ad,
adserver_traffic,impressions_hard_stop,
adserver_traffic,impressions_no_script,
adserver_traffic,impressions_sivt,
adserver_traffic,impressions_ssai,
adserver_traffic,iso_country_code,
adserver_traffic,iso_state_province_code,
adserver_traffic,measurable_impressions,
adserver_traffic,operating_system,
adserver_traffic,ordered_units,
adserver_traffic,package,
adserver_traffic,package_end_date,
adserver_traffic,package_end_date_utc,
adserver_traffic,package_id,
adserver_traffic,package_start_date,
adserver_traffic,package_start_date_utc,
adserver_traffic,placement,
adserver_traffic,placement_dimensions,
adserver_traffic,placement_end_date,
adserver_traffic,placement_end_date_utc,
adserver_traffic,placement_id,
adserver_traffic,placement_start_date,
adserver_traffic,placement_start_date_utc,
adserver_traffic,placement_type,
adserver_traffic,postal_code,
adserver_traffic,recordable_impressions,
adserver_traffic,request_tag,
adserver_traffic,search_account_id,
adserver_traffic,search_ad,
adserver_traffic,search_ad_click_through_url,
adserver_traffic,search_ad_display_url,
adserver_traffic,search_ad_group,
adserver_traffic,search_ad_group_id,
adserver_traffic,search_ad_id,
adserver_traffic,search_ad_text,
adserver_traffic,search_campaign_id,
adserver_traffic,search_campaign_type,
adserver_traffic,search_clicks,
adserver_traffic,search_integration,
adserver_traffic,search_keyword_id,
adserver_traffic,search_keyword_text,
adserver_traffic,search_keyword_type,
adserver_traffic,search_match_type,
adserver_traffic,search_vendor,
adserver_traffic,section,
adserver_traffic,section_id,
adserver_traffic,user_id,
adserver_traffic,user_id_type,
adserver_traffic,vertical,
adserver_traffic,video_full_screen_duration,
adserver_traffic,video_full_screen_ended,
adserver_traffic,video_full_screen_muted,
adserver_traffic,video_full_screen_paused,
adserver_traffic,video_full_screen_started,
adserver_traffic,video_muted,
adserver_traffic,video_paused,
adserver_traffic,video_percentage_complete,
adserver_traffic,video_played_100pc,
adserver_traffic,video_played_100pc_viewable,
adserver_traffic,video_played_25pc,
adserver_traffic,video_played_25pc_viewable,
adserver_traffic,video_played_50pc,
adserver_traffic,video_played_50pc_viewable,
adserver_traffic,video_played_75pc,
adserver_traffic,video_played_75pc_viewable,
adserver_traffic,video_played_duration,
adserver_traffic,video_played_with_sound,
adserver_traffic,video_replayed,
adserver_traffic,video_skipped,
adserver_traffic,video_started,
adserver_traffic,video_unmuted,
adserver_traffic,viewable_impressions,
adserver_traffic_by_user_segments,,"Amazon Ad Server traffic data. This data source includes Amazon audience segment-level information for impressions and clicks measured by the ad server and matched to the Amazon user ID. This data source has the same structure as adserver_traffic with the addition of Amazon audience segment fields. Each traffic event (impression and click) appears multiple times in this data source depending on the number of segments identified for each user who received an event. You can use this data source to gain insights about the Amazon audiences you are reaching with your ad server-measured media. Querying this data source will return results only if you have ad server campaigns and have completed ad server AMC onboarding. Please contact your account executive or your customer success manager to learn more about enabling ad server advertiser data in AMC. If you do not run campaigns through the ad server, this data source will not return any results when queried. To learn more about this data source, download the documentation from the Documentation tab and view the Excel file."
adserver_traffic_by_user_segments,account_currency,
adserver_traffic_by_user_segments,account_timezone,
adserver_traffic_by_user_segments,ad,
adserver_traffic_by_user_segments,ad_duration,
adserver_traffic_by_user_segments,ad_format,
adserver_traffic_by_user_segments,ad_id,
adserver_traffic_by_user_segments,ad_length,
adserver_traffic_by_user_segments,ad_size,
adserver_traffic_by_user_segments,ad_started,
adserver_traffic_by_user_segments,adserver_brand,
adserver_traffic_by_user_segments,adserver_brand_id,
adserver_traffic_by_user_segments,adserver_session_id,
adserver_traffic_by_user_segments,adserver_site,
adserver_traffic_by_user_segments,advertiser,
adserver_traffic_by_user_segments,advertiser_id,
adserver_traffic_by_user_segments,behavior_segment_description,
adserver_traffic_by_user_segments,behavior_segment_id,
adserver_traffic_by_user_segments,behavior_segment_name,
adserver_traffic_by_user_segments,browser_family,
adserver_traffic_by_user_segments,campaign,
adserver_traffic_by_user_segments,campaign_end_date,
adserver_traffic_by_user_segments,campaign_end_date_utc,
adserver_traffic_by_user_segments,campaign_end_dt,
adserver_traffic_by_user_segments,campaign_end_dt_utc,
adserver_traffic_by_user_segments,campaign_id,
adserver_traffic_by_user_segments,campaign_start_date,
adserver_traffic_by_user_segments,campaign_start_date_utc,
adserver_traffic_by_user_segments,campaign_start_dt,
adserver_traffic_by_user_segments,campaign_start_dt_utc,
adserver_traffic_by_user_segments,campaign_type,
adserver_traffic_by_user_segments,city,
adserver_traffic_by_user_segments,clicks,
adserver_traffic_by_user_segments,clicks_default_ad,
adserver_traffic_by_user_segments,clicks_hard_stop,
adserver_traffic_by_user_segments,clicks_no_script,
adserver_traffic_by_user_segments,clicks_sivt,
adserver_traffic_by_user_segments,clicks_ssai,
adserver_traffic_by_user_segments,cost_model_type,
adserver_traffic_by_user_segments,cost_per_unit,
adserver_traffic_by_user_segments,device_brand,
adserver_traffic_by_user_segments,device_model,
adserver_traffic_by_user_segments,device_type,
adserver_traffic_by_user_segments,dma_code,
adserver_traffic_by_user_segments,environment,
adserver_traffic_by_user_segments,event_date,
adserver_traffic_by_user_segments,event_date_utc,
adserver_traffic_by_user_segments,event_day,
adserver_traffic_by_user_segments,event_day_utc,
adserver_traffic_by_user_segments,event_dt,
adserver_traffic_by_user_segments,event_dt_hour,
adserver_traffic_by_user_segments,event_dt_hour_utc,
adserver_traffic_by_user_segments,event_dt_utc,
adserver_traffic_by_user_segments,event_hour,
adserver_traffic_by_user_segments,event_hour_utc,
adserver_traffic_by_user_segments,impressions,
adserver_traffic_by_user_segments,impressions_default_ad,
adserver_traffic_by_user_segments,impressions_hard_stop,
adserver_traffic_by_user_segments,impressions_no_script,
adserver_traffic_by_user_segments,impressions_sivt,
adserver_traffic_by_user_segments,impressions_ssai,
adserver_traffic_by_user_segments,iso_country_code,
adserver_traffic_by_user_segments,iso_state_province_code,
adserver_traffic_by_user_segments,measurable_impressions,
adserver_traffic_by_user_segments,operating_system,
adserver_traffic_by_user_segments,ordered_units,
adserver_traffic_by_user_segments,package,
adserver_traffic_by_user_segments,package_end_date,
adserver_traffic_by_user_segments,package_end_date_utc,
adserver_traffic_by_user_segments,package_id,
adserver_traffic_by_user_segments,package_start_date,
adserver_traffic_by_user_segments,package_start_date_utc,
adserver_traffic_by_user_segments,placement,
adserver_traffic_by_user_segments,placement_dimensions,
adserver_traffic_by_user_segments,placement_end_date,
adserver_traffic_by_user_segments,placement_end_date_utc,
adserver_traffic_by_user_segments,placement_id,
adserver_traffic_by_user_segments,placement_start_date,
adserver_traffic_by_user_segments,placement_start_date_utc,
adserver_traffic_by_user_segments,placement_type,
adserver_traffic_by_user_segments,postal_code,
adserver_traffic_by_user_segments,recordable_impressions,
adserver_traffic_by_user_segments,request_tag,
adserver_traffic_by_user_segments,search_account_id,
adserver_traffic_by_user_segments,search_ad,
adserver_traffic_by_user_segments,search_ad_click_through_url,
adserver_traffic_by_user_segments,search_ad_display_url,
adserver_traffic_by_user_segments,search_ad_group,
adserver_traffic_by_user_segments,search_ad_group_id,
adserver_traffic_by_user_segments,search_ad_id,
adserver_traffic_by_user_segments,search_ad_text,
adserver_traffic_by_user_segments,search_campaign_id,
adserver_traffic_by_user_segments,search_campaign_type,
adserver_traffic_by_user_segments,search_clicks,
adserver_traffic_by_user_segments,search_integration,
adserver_traffic_by_user_segments,search_keyword_id,
adserver_traffic_by_user_segments,search_keyword_text,
adserver_traffic_by_user_segments,search_keyword_type,
adserver_traffic_by_user_segments,search_match_type,
adserver_traffic_by_user_segments,search_vendor,
adserver_traffic_by_user_segments,section,
adserver_traffic_by_user_segments,section_id,
adserver_traffic_by_user_segments,user_id,
adserver_traffic_by_user_segments,user_id_type,
adserver_traffic_by_user_segments,vertical,
adserver_traffic_by_user_segments,video_full_screen_duration,
adserver_traffic_by_user_segments,video_full_screen_ended,
adserver_traffic_by_user_segments,video_full_screen_muted,
adserver_traffic_by_user_segments,video_full_screen_paused,
adserver_traffic_by_user_segments,video_full_screen_started,
adserver_traffic_by_user_segments,video_muted,
adserver_traffic_by_user_segments,video_paused,
adserver_traffic_by_user_segments,video_percentage_complete,
adserver_traffic_by_user_segments,video_played_100pc,
adserver_traffic_by_user_segments,video_played_100pc_viewable,
adserver_traffic_by_user_segments,video_played_25pc,
adserver_traffic_by_user_segments,video_played_25pc_viewable,
adserver_traffic_by_user_segments,video_played_50pc,
adserver_traffic_by_user_segments,video_played_50pc_viewable,
adserver_traffic_by_user_segments,video_played_75pc,
adserver_traffic_by_user_segments,video_played_75pc_viewable,
adserver_traffic_by_user_segments,video_played_duration,
adserver_traffic_by_user_segments,video_played_with_sound,
adserver_traffic_by_user_segments,video_replayed,
adserver_traffic_by_user_segments,video_skipped,
adserver_traffic_by_user_segments,video_started,
adserver_traffic_by_user_segments,video_unmuted,
adserver_traffic_by_user_segments,viewable_impressions,
amazon_attributed_events_by_conversion_time,,Conversion events with Amazon attribution information
amazon_attributed_events_by_conversion_time,ad_product_type,
amazon_attributed_events_by_conversion_time,add_to_cart,
amazon_attributed_events_by_conversion_time,add_to_cart_clicks,
amazon_attributed_events_by_conversion_time,add_to_cart_views,
amazon_attributed_events_by_conversion_time,advertiser,
amazon_attributed_events_by_conversion_time,advertiser_id,
amazon_attributed_events_by_conversion_time,advertiser_id_internal,
amazon_attributed_events_by_conversion_time,advertiser_timezone,
amazon_attributed_events_by_conversion_time,audience_fee,
amazon_attributed_events_by_conversion_time,bid_price,
amazon_attributed_events_by_conversion_time,brand_halo_add_to_cart,
amazon_attributed_events_by_conversion_time,brand_halo_add_to_cart_clicks,
amazon_attributed_events_by_conversion_time,brand_halo_add_to_cart_views,
amazon_attributed_events_by_conversion_time,brand_halo_detail_page_view,
amazon_attributed_events_by_conversion_time,brand_halo_detail_page_view_clicks,
amazon_attributed_events_by_conversion_time,brand_halo_detail_page_view_views,
amazon_attributed_events_by_conversion_time,brand_halo_product_sales,
amazon_attributed_events_by_conversion_time,brand_halo_product_sales_clicks,
amazon_attributed_events_by_conversion_time,brand_halo_product_sales_views,
amazon_attributed_events_by_conversion_time,brand_halo_purchases,
amazon_attributed_events_by_conversion_time,brand_halo_purchases_clicks,
amazon_attributed_events_by_conversion_time,brand_halo_purchases_views,
amazon_attributed_events_by_conversion_time,brand_halo_units_sold,
amazon_attributed_events_by_conversion_time,brand_halo_units_sold_clicks,
amazon_attributed_events_by_conversion_time,brand_halo_units_sold_views,
amazon_attributed_events_by_conversion_time,browser_family,
amazon_attributed_events_by_conversion_time,campaign,
amazon_attributed_events_by_conversion_time,campaign_budget_amount,
amazon_attributed_events_by_conversion_time,campaign_end_date,
amazon_attributed_events_by_conversion_time,campaign_end_date_utc,
amazon_attributed_events_by_conversion_time,campaign_end_dt,
amazon_attributed_events_by_conversion_time,campaign_end_dt_utc,
amazon_attributed_events_by_conversion_time,campaign_id,
amazon_attributed_events_by_conversion_time,campaign_id_internal,
amazon_attributed_events_by_conversion_time,campaign_start_date,
amazon_attributed_events_by_conversion_time,campaign_start_date_utc,
amazon_attributed_events_by_conversion_time,click_cost,
amazon_attributed_events_by_conversion_time,click_date,
amazon_attributed_events_by_conversion_time,click_date_utc,
amazon_attributed_events_by_conversion_time,click_day,
amazon_attributed_events_by_conversion_time,click_day_utc,
amazon_attributed_events_by_conversion_time,click_dt,
amazon_attributed_events_by_conversion_time,click_dt_hour,
amazon_attributed_events_by_conversion_time,click_dt_hour_utc,
amazon_attributed_events_by_conversion_time,click_dt_utc,
amazon_attributed_events_by_conversion_time,click_hour,
amazon_attributed_events_by_conversion_time,click_hour_utc,
amazon_attributed_events_by_conversion_time,clicks,
amazon_attributed_events_by_conversion_time,conversion_event_category,
amazon_attributed_events_by_conversion_time,conversion_event_date,
amazon_attributed_events_by_conversion_time,conversion_event_date_utc,
amazon_attributed_events_by_conversion_time,conversion_event_dt,
amazon_attributed_events_by_conversion_time,conversion_event_dt_hour,
amazon_attributed_events_by_conversion_time,conversion_event_dt_hour_utc,
amazon_attributed_events_by_conversion_time,conversion_event_dt_utc,
amazon_attributed_events_by_conversion_time,conversion_event_hour,
amazon_attributed_events_by_conversion_time,conversion_event_hour_utc,
amazon_attributed_events_by_conversion_time,conversion_event_marketplace_id,
amazon_attributed_events_by_conversion_time,conversion_event_marketplace_name,
amazon_attributed_events_by_conversion_time,conversion_event_subtype,
amazon_attributed_events_by_conversion_time,conversion_event_type,
amazon_attributed_events_by_conversion_time,conversion_event_type_class,
amazon_attributed_events_by_conversion_time,conversion_event_type_description,
amazon_attributed_events_by_conversion_time,conversions,
amazon_attributed_events_by_conversion_time,creative,
amazon_attributed_events_by_conversion_time,creative_id,
amazon_attributed_events_by_conversion_time,creative_size,
amazon_attributed_events_by_conversion_time,creative_type,
amazon_attributed_events_by_conversion_time,customer_search_term,
amazon_attributed_events_by_conversion_time,deal_id,
amazon_attributed_events_by_conversion_time,deal_name,
amazon_attributed_events_by_conversion_time,detail_page_view,
amazon_attributed_events_by_conversion_time,detail_page_view_clicks,
amazon_attributed_events_by_conversion_time,detail_page_view_views,
amazon_attributed_events_by_conversion_time,device_type,
amazon_attributed_events_by_conversion_time,digital_app_subscription_signup_purchases,
amazon_attributed_events_by_conversion_time,digital_app_subscription_signup_purchases_clicks,
amazon_attributed_events_by_conversion_time,digital_app_subscription_signup_purchases_views,
amazon_attributed_events_by_conversion_time,digital_free_trial_app_subscription_signup_purchases,
amazon_attributed_events_by_conversion_time,digital_free_trial_app_subscription_signup_purchases_clicks,
amazon_attributed_events_by_conversion_time,digital_free_trial_app_subscription_signup_purchases_views,
amazon_attributed_events_by_conversion_time,digital_free_trial_subscription_signup_purchases,
amazon_attributed_events_by_conversion_time,digital_free_trial_subscription_signup_purchases_clicks,
amazon_attributed_events_by_conversion_time,digital_free_trial_subscription_signup_purchases_views,
amazon_attributed_events_by_conversion_time,digital_paid_app_subscription_signup_purchases,
amazon_attributed_events_by_conversion_time,digital_paid_app_subscription_signup_purchases_clicks,
amazon_attributed_events_by_conversion_time,digital_paid_app_subscription_signup_purchases_views,
amazon_attributed_events_by_conversion_time,digital_paid_subscription_signup_purchases,
amazon_attributed_events_by_conversion_time,digital_paid_subscription_signup_purchases_clicks,
amazon_attributed_events_by_conversion_time,digital_paid_subscription_signup_purchases_views,
amazon_attributed_events_by_conversion_time,digital_subscription_signup_purchases,
amazon_attributed_events_by_conversion_time,digital_subscription_signup_purchases_clicks,
amazon_attributed_events_by_conversion_time,digital_subscription_signup_purchases_views,
amazon_attributed_events_by_conversion_time,dma_code,
amazon_attributed_events_by_conversion_time,entity_id,
amazon_attributed_events_by_conversion_time,impression_date,
amazon_attributed_events_by_conversion_time,impression_date_utc,
amazon_attributed_events_by_conversion_time,impression_day,
amazon_attributed_events_by_conversion_time,impression_day_utc,
amazon_attributed_events_by_conversion_time,impression_dt,
amazon_attributed_events_by_conversion_time,impression_dt_hour,
amazon_attributed_events_by_conversion_time,impression_dt_hour_utc,
amazon_attributed_events_by_conversion_time,impression_dt_utc,
amazon_attributed_events_by_conversion_time,impression_hour,
amazon_attributed_events_by_conversion_time,impression_hour_utc,
amazon_attributed_events_by_conversion_time,impressions,
amazon_attributed_events_by_conversion_time,iso_country_code,
amazon_attributed_events_by_conversion_time,iso_state_province_code,
amazon_attributed_events_by_conversion_time,line_item,
amazon_attributed_events_by_conversion_time,line_item_budget_amount,
amazon_attributed_events_by_conversion_time,line_item_end_date,
amazon_attributed_events_by_conversion_time,line_item_end_date_utc,
amazon_attributed_events_by_conversion_time,line_item_id,
amazon_attributed_events_by_conversion_time,line_item_start_date,
amazon_attributed_events_by_conversion_time,line_item_start_date_utc,
amazon_attributed_events_by_conversion_time,line_item_status,
amazon_attributed_events_by_conversion_time,line_item_type,
amazon_attributed_events_by_conversion_time,match_type,
amazon_attributed_events_by_conversion_time,new_to_brand,
amazon_attributed_events_by_conversion_time,new_to_brand_brand_halo_product_sales,
amazon_attributed_events_by_conversion_time,new_to_brand_brand_halo_product_sales_clicks,
amazon_attributed_events_by_conversion_time,new_to_brand_brand_halo_product_sales_views,
amazon_attributed_events_by_conversion_time,new_to_brand_brand_halo_purchases,
amazon_attributed_events_by_conversion_time,new_to_brand_brand_halo_purchases_clicks,
amazon_attributed_events_by_conversion_time,new_to_brand_brand_halo_purchases_views,
amazon_attributed_events_by_conversion_time,new_to_brand_brand_halo_units_sold,
amazon_attributed_events_by_conversion_time,new_to_brand_brand_halo_units_sold_clicks,
amazon_attributed_events_by_conversion_time,new_to_brand_brand_halo_units_sold_views,
amazon_attributed_events_by_conversion_time,new_to_brand_product_sales,
amazon_attributed_events_by_conversion_time,new_to_brand_product_sales_clicks,
amazon_attributed_events_by_conversion_time,new_to_brand_product_sales_views,
amazon_attributed_events_by_conversion_time,new_to_brand_purchases,
amazon_attributed_events_by_conversion_time,new_to_brand_purchases_clicks,
amazon_attributed_events_by_conversion_time,new_to_brand_purchases_views,
amazon_attributed_events_by_conversion_time,new_to_brand_total_product_sales,
amazon_attributed_events_by_conversion_time,new_to_brand_total_product_sales_clicks,
amazon_attributed_events_by_conversion_time,new_to_brand_total_product_sales_views,
amazon_attributed_events_by_conversion_time,new_to_brand_total_purchases,
amazon_attributed_events_by_conversion_time,new_to_brand_total_purchases_clicks,
amazon_attributed_events_by_conversion_time,new_to_brand_total_purchases_views,
amazon_attributed_events_by_conversion_time,new_to_brand_total_units_sold,
amazon_attributed_events_by_conversion_time,new_to_brand_total_units_sold_clicks,
amazon_attributed_events_by_conversion_time,new_to_brand_total_units_sold_views,
amazon_attributed_events_by_conversion_time,new_to_brand_units_sold,
amazon_attributed_events_by_conversion_time,new_to_brand_units_sold_clicks,
amazon_attributed_events_by_conversion_time,new_to_brand_units_sold_views,
amazon_attributed_events_by_conversion_time,operating_system,
amazon_attributed_events_by_conversion_time,pixel_accept,
amazon_attributed_events_by_conversion_time,pixel_accept_clicks,
amazon_attributed_events_by_conversion_time,pixel_accept_views,
amazon_attributed_events_by_conversion_time,pixel_add_to_shopping_cart,
amazon_attributed_events_by_conversion_time,pixel_add_to_shopping_cart_clicks,
amazon_attributed_events_by_conversion_time,pixel_add_to_shopping_cart_views,
amazon_attributed_events_by_conversion_time,pixel_application,
amazon_attributed_events_by_conversion_time,pixel_application_clicks,
amazon_attributed_events_by_conversion_time,pixel_application_views,
amazon_attributed_events_by_conversion_time,pixel_banner_interaction,
amazon_attributed_events_by_conversion_time,pixel_banner_interaction_clicks,
amazon_attributed_events_by_conversion_time,pixel_banner_interaction_views,
amazon_attributed_events_by_conversion_time,pixel_brand_store_engagement_1,
amazon_attributed_events_by_conversion_time,pixel_brand_store_engagement_1_clicks,
amazon_attributed_events_by_conversion_time,pixel_brand_store_engagement_1_views,
